,Virginia,California,Florida,New York,New Jersey,Texas,Michigan,Massachusetts,Arizona,Washington,Colorado,Illinois,the District of Columbia,Nevada,Hawaii,New Hampshire,Utah,Georgia,Montana,Minnesota,Louisiana,Maryland,Pennsylvania,South Carolina,North Carolina,Vermont,Tennessee,Oregon,New Mexico,Rhode Island,Alaska,Maine,Alabama,Wisconsin,Arkansas,Mississippi,Indiana,West Virginia,Idaho,North Dakota,Connecticut,Kentucky,Missouri,Kansas,Delaware,Wyoming,Oklahoma,South Dakota,Nebraska,Iowa,Ohio
2006-01-01,257690.9237799147,486279.5529945693,234627.56589690153,270107.8028590385,353048.46218698844,135162.18607203368,149476.6993063016,372289.65629617946,268959.5392670424,285571.03737672814,239050.95418480318,199830.30535313036,388046.4399576707,329430.568977935,452984.395717823,260547.68624782798,194028.19571575764,161585.4995143771,175097.00377214537,213401.12354857117,140750.68802686897,321622.3088520453,156786.92139107102,149971.86336637297,157046.1700692425,195671.529711212,138077.73649950032,241406.5167167636,166730.6535988413,298528.710523713,218503.14057940908,202552.7246372332,125113.88032259718,173715.04342320774,116891.99769802166,111042.51289479835,116978.58544648165,100655.44740819279,177489.38736790136,,301389.9445556658,106010.39044828549,136962.21270993334,114242.25455746586,260339.60590540184,178786.89529789356,103182.49574658973,135722.67611051732,129968.92484206757,117644.67094352993,130806.74400005944
2006-02-01,259897.90810431028,489560.16400826466,238065.36426800556,272029.32294693217,355765.67106057546,135374.793893475,149686.12227868623,371673.7074076654,272172.78245638654,288942.4864431066,239450.83338163505,200946.92120958175,391402.791089302,329706.90291517816,460546.20885979437,260874.05951266605,195390.63435985835,162120.98673947804,176152.25312267398,213889.39495167774,142192.85240660966,324734.0580059641,157738.92956469746,151123.0476296281,157756.509449151,197012.79739534287,138755.40758272063,244577.54537594202,168488.72163587928,299283.6620527403,219605.77902846585,203086.3988594195,126005.89800937031,174173.07172541055,117489.17887144921,111590.89964711922,116952.89267185553,100937.0510302944,179198.28010774814,,302251.6164786906,106295.57029308607,137378.8237606178,114689.65534320755,262676.9654919748,179988.0289943981,103611.02200856176,136238.41084386146,130307.38922140493,117879.72872661102,130985.08368352655
2006-03-01,262118.09225332006,492684.9776474342,241638.01393917747,273615.8039014965,358456.47123972425,135633.19998775652,149804.1342467107,371266.6148829949,276180.04990405886,292413.80423437984,239779.70323966656,202088.5762603305,394807.74146586563,331393.5465074408,466683.2866970769,260885.4789421314,196911.9140327614,162630.43702264712,177305.2080602018,214280.22087026775,143665.1041006492,327945.02290113346,158632.35180791197,152205.76605828578,158519.41282716856,198550.97691671725,139452.9847321506,247656.77465855223,170208.03592528624,300408.9780001068,220128.0990914482,203416.87382437673,126990.4066079096,174567.11403721813,118077.53015374164,112405.24240471602,116819.0574872254,101037.31852987008,181132.00515562715,,303568.67521366314,106575.34493361851,137738.80883676166,115032.57664335519,265200.07818443544,181185.01170133855,104113.17617922822,136690.24057614236,130768.81415498797,118082.84940519417,131147.67739522367
2006-04-01,264137.36559813155,495490.57437038823,245615.5714498202,274993.7752810967,361381.9359870619,136047.5145758387,149787.097220848,370956.55225075036,280859.445150044,296442.70458830375,240056.58113684962,203112.09147959933,397843.5583691198,333719.23136191134,472510.3465116821,261145.77746134522,198820.30987811682,163147.7864499233,178814.2337573256,214650.08402285108,144988.97574876464,331635.1767070896,159577.83645920726,153355.3809975253,159334.06921115026,199945.85983429907,140257.93722174555,251047.16207580897,172270.32799104592,302218.82656875654,220658.856178873,203329.555716883,128034.79197589046,174969.10923053988,118686.71009701934,113410.0068287374,116803.83076995153,100949.68674326166,183804.56405793558,,305096.1728104201,106855.08320176353,138094.87586138232,115397.0560642425,267644.6546647923,182512.34151575505,104617.63747930426,136930.48689132673,131201.9511485577,118295.98426786548,131320.04911763757
2006-05-01,265613.59565988445,498278.4765382647,249430.0781754586,276295.39369789837,364154.6165932838,136614.2658397068,149652.59666508285,370718.95545114373,283956.3349972337,300509.1150654174,240587.3054184942,204148.36529618106,400339.82836385234,336351.16312084993,476181.53591321403,261654.80665388494,200885.10003326644,163640.84028778065,180266.04182037475,214907.1599118841,146012.81988330372,335380.35769211594,160635.86202122888,154465.3965917433,160219.17633393133,201363.23560737554,141061.17346270196,254848.4277107831,174349.47012653065,303322.731995895,221863.4040584366,203340.75501110766,129067.78192331428,175301.9805055864,119266.59763081929,114203.07678094033,116926.51798764519,101195.58760405883,186637.50635157697,,307051.89780539426,107110.61332702257,138437.88666200114,115723.50983096205,269861.9738622149,184232.4853766694,105056.58141640273,137252.9977244169,131632.50037592437,118524.10749743995,131496.10879026944
2006-06-01,266639.72850416246,500206.7422955022,252623.6953231787,277639.71013409225,366559.4448331331,137242.49836723963,149429.2789117419,370147.3650662952,285667.54200589773,304346.665725969,241073.78027807068,204898.1984865413,401564.4575904412,337541.4435566808,479292.359191508,262050.57732189726,203495.29882570062,164176.2711595378,181740.7537950001,215178.4644900196,146886.91180475373,338612.1981257147,161794.41550457952,155693.98869255162,161102.25021443292,202572.84651714526,141886.67446856722,258993.8358079636,176536.09488210315,303722.02079674305,223271.2839281773,203192.35532272773,130057.11358545133,175569.4057690775,119828.23377894516,114983.17154697113,117321.39519150542,101569.03230478993,190144.61844482843,,308213.2795016858,107337.70352500064,138790.13090376803,116037.546940763,271647.2784473845,186157.96266205944,105455.07284166355,137697.79588252257,131932.54597644348,118767.2411972015,131654.03110231739
2006-07-01,267531.8590288018,500922.76090671896,254815.19847186923,278897.9953988246,368146.00673646247,137868.98130729402,149171.81674429425,368554.8175381893,286008.8111945755,307886.4440609547,241368.68095818534,205469.25844312113,401390.33359661023,337879.34278396575,481628.70310939365,261819.8566468625,206719.23203437854,164740.29027576253,183156.45565446626,215206.9773170631,147610.00374106085,341531.1886795279,162866.91216776104,156962.09023346822,162002.67111937152,203746.92602125206,142718.86760901034,262859.5477612535,178448.06595947113,303109.08873914886,224854.2421332161,202987.29930931158,130977.3443476375,175737.65264022918,120359.69606015093,115533.54865735864,117786.3679318389,101938.61290846752,192756.98250041762,,309020.9516642529,107536.74243622825,139150.8971475734,116363.01774634595,273284.08975153946,188197.4488958096,105850.74249234002,138286.3445557765,132187.60379646113,119061.20275450667,131795.18958510912
2006-08-01,268120.4598937671,500929.08762643347,256253.77807649996,280023.70333205536,368860.3983462867,138425.43238162578,148866.85447804336,366525.25913587835,285167.44917111285,311095.53082774504,241637.0703125076,205895.826311543,400852.29533363803,337572.34257360944,483729.0343050081,261556.35969427763,210303.708937451,165323.45095090222,184597.2299597416,215077.51398125803,148424.42396097907,343837.6747170473,163734.73771775255,158113.3540962163,162927.25768569522,204922.87410982768,143567.71194456788,266318.1050268391,180410.94634884896,302108.84405178134,226666.6293028666,202976.97956640963,131926.14809158747,175924.23862226444,120857.73167474882,116359.56121537166,118230.75866515392,102238.92515852016,195022.30754436168,,309311.56920268404,107729.61759321536,139474.74602502503,116790.7641706746,274745.63124674145,189759.29186360692,106236.61108365224,138666.00736513062,132285.72552362204,119374.3566560201,131886.29196733914
2006-09-01,268207.3526993071,499855.63133698975,256856.5178093404,280750.967595102,368963.8654208858,139017.18582725685,148530.28420680322,364060.6669609978,283343.0054974177,313926.9143751014,241696.32668505202,206238.08244337092,400143.78640675545,336887.0092984747,485906.57517651055,261132.58022662924,213839.10074692106,165844.81555062265,185800.61109844604,214693.57534089658,149136.97671994145,345339.79827684065,164339.6709628475,159097.03715212355,163821.11453621232,206004.9524053042,144349.56715924627,268519.46727278683,182282.85859781582,300480.0716007706,228679.80768375043,203252.2418796559,132753.144615105,176201.00889960784,121345.87525099768,117228.74249330943,118578.1010086921,102575.66538647826,196918.4321572317,,309367.9488996175,107993.20197319199,139809.26144245724,117131.67364976452,276007.65019617253,191130.40119762465,106571.79655124182,139029.4094211967,132406.91164251964,119678.27531760752,131917.90526481936
2006-10-01,267913.89190131036,498632.33639733103,256829.274264803,281285.27761433716,368515.89960620337,139748.22218922156,148147.21208625738,361853.2335708004,282019.06422371295,316348.54997135355,241606.80823514715,206509.77368831786,398992.82351206074,335606.92366256454,486758.28535980295,260386.08309365137,217043.7558512656,166304.7470698019,186960.90444931737,214386.01341875273,149786.97863997382,345814.70148843434,164810.66634650447,159910.13421217696,164641.30374082076,207102.638103332,145083.9673734828,270128.14308629074,184099.74637375944,298814.164465444,230569.7828601532,203807.99391823387,133488.32475295826,176536.0640386551,121715.77340182611,118301.63735077006,118994.42001551292,103041.44997585464,196885.04374045436,,309058.18516630516,108279.89233971067,140174.9859131383,117484.6998788265,277312.0680921858,192538.05384913963,106908.67356768517,139195.15102621375,132563.06087221054,119961.4157418693,131898.03685359668
2006-11-01,267561.7380425356,497327.99228344596,256444.36825597033,281594.260152245,367762.5100739549,140448.3218547255,147708.10511572703,359538.108969789,280237.3693311922,318077.34689326095,241279.87600659856,206751.65773767993,397202.3492225103,333756.71497671463,487825.10995535675,259483.0881340526,220026.53153937936,166645.56497423805,188122.59376453303,214060.5191180505,150432.45985231444,345897.7095710638,165187.0652421719,160524.72325273493,165326.8752513098,208240.42117769833,145694.9730413163,271366.9083390488,185662.74418588562,296962.4831718596,232046.0887088688,204174.4012490421,133946.7620405859,176806.04542027263,122032.11213093721,119188.15523508225,119321.32340738775,103332.31970996689,197072.09950600492,,308519.5414342891,108571.5386561394,140548.2862903752,117751.35939000723,277840.1693919112,194081.17434941823,107242.56909663702,139497.87409609373,132810.8049563341,120235.76884015392,131816.25404143392
2006-12-01,267334.6451788093,496196.33040935546,255674.50711834323,281922.6459955366,366582.6508637825,141142.80273355698,147174.3594733726,357506.50541646016,278426.45128786116,319297.88038404717,241144.4360046313,207078.92438497298,395531.7813974689,332451.25816948334,488052.48577351106,258424.83737557346,222723.11256305026,167018.7975510935,189394.70239400343,213938.25784915357,151029.43742723265,345668.1592628343,165504.68749374978,161018.28967267895,165942.39871282858,209318.58919055355,146222.06948669234,272595.0266630398,186894.93997961146,295523.02896315826,233522.97472806062,204422.45188558698,134294.51640335165,176980.45484839298,122287.20217692755,119881.65566426702,119620.3140521833,103494.20011064682,197061.53423918565,,307980.3146944898,108774.95990251157,140852.15833911241,118088.3160377759,278074.3460258786,195488.38369798657,107573.84354313226,139895.32147502166,133007.0827794046,120530.15451695937,131681.52509826465
2007-01-01,267078.1822875252,495262.28866156517,254700.4862890716,282196.62519004795,365354.9062884503,141509.3818406428,146558.44456271362,356010.52663689526,276514.14324806,320215.57447873225,241098.96018502917,207582.45895361065,394929.3348338424,331087.0666426981,488456.4582444243,257500.0433294607,225410.01768726532,167361.86157089402,190370.99535969892,213934.0976290668,151591.7733858629,345467.68184236606,165826.00601892712,161445.8453170844,166564.81014275725,210406.62009998938,146600.71714102803,273561.3740274362,187794.45137193604,293956.51841034665,234721.02480413974,204625.83196774742,134493.1520770777,177238.20860393372,122523.30274644024,120392.95707435842,119725.01327319948,103512.6214876329,198354.39966681975,,307794.3770899625,108938.98271529679,141068.65017807324,118362.71972039888,277449.9566211502,196602.94082271974,107856.97549112787,140566.3533361179,133171.39307988645,120792.5507597841,131535.64633230388
2007-02-01,266975.9032116626,494166.57478895347,253647.62995225468,282419.9331220386,364460.0028229729,141653.67456635446,145940.11817852504,354964.5801352281,275162.7902236209,321381.8744549796,240982.09296525046,208087.49632932883,395859.00727521954,330158.187688687,488494.64203240187,256500.18224512064,228037.5735092501,167738.0606446858,191037.36353976454,214017.2817043188,152139.15010051982,345190.1546016279,166210.02854755506,161849.9078126546,167157.14224749783,211391.15211541066,146989.51603718472,274444.0453593529,188504.79670286932,292828.0341539693,235543.22282954396,204639.37652015538,134939.7429549768,177468.70721790308,122746.68206433002,120740.03570172277,119802.71043767237,103656.60525493648,198701.8505566346,,307817.3644730867,109093.86147999298,141240.3617360389,118605.92215710401,277135.59025400196,197462.09802957776,108066.14470352266,141053.61244540915,133279.1344273696,121049.37163063897,131442.44502496134
2007-03-01,266909.63949560816,492599.0036150616,252437.86632112603,282715.9700100322,364221.34340629267,141635.62241915983,145285.91788840145,354335.834357966,274445.7483533146,323162.08898048365,240916.36115140645,208490.97350480242,397103.9661937047,329010.5397684223,488963.8683317125,255959.74159846772,230714.08813028317,168098.8930562189,191534.01075368375,213925.37708161527,152753.58118321383,345234.3003042371,166691.89254335672,162227.06248529817,167820.85498697896,211992.9326697546,147449.78929904065,275499.46556229395,189005.8331361933,291935.65550179424,235892.45972015432,204450.84078409828,135485.06120558572,177735.5005074561,122918.2497263365,120968.3745715337,119796.97373409123,103891.2231635205,198708.51299633927,,307868.45084890333,109202.66922692797,141389.79194023774,118877.11258346686,277048.84039784374,198385.45202333466,108231.86444269998,141300.25622395528,133448.55641966398,121289.82767338597,131314.13759290884
2007-04-01,267064.1268020358,490589.44674590294,251040.86865475043,282837.0241323518,364369.7647466817,141855.0385553844,144637.3788280388,353686.8847221622,274186.48577159876,325416.1335919931,241054.2517818302,208679.16060303617,398142.87251259014,327342.3876981132,489428.11502869363,255347.17346009926,233235.5307708116,168478.76077940536,192263.32671332872,213638.03325599153,153386.5298339642,345367.9329927778,167136.66063965435,162485.50215844924,168505.35385967948,212326.59138118182,147993.1854854551,276973.66508441576,189777.20328430817,291073.66636181105,236363.87847849526,204142.8912400021,136185.11220313873,177899.6198771325,123114.45322927709,121177.0636179332,119868.69826670356,104168.92002442673,198941.90651973418,,307675.76513347233,109218.2909018511,141488.28397914403,119247.22684502498,277592.01001516986,199462.26329834337,108407.49848902784,141377.3420554638,133568.82477321182,121544.54361697468,131170.3520714622
2007-05-01,266878.8470922929,487454.9433537196,249221.7918593646,283069.0444162463,364307.48063285934,142256.3258460831,143861.84121918146,352942.8857771769,273858.00574548455,327422.6579605671,241464.68916793665,208699.75014531414,398627.1829372148,325280.3405765,489628.2589061653,254896.41029015312,235710.7350110998,168803.44692863064,192937.37021145888,213146.83959724967,153813.1179534119,345430.1265139459,167564.29704208847,162735.8940948155,169245.3577070793,212574.97190847597,148532.96260022555,278495.2400177065,190548.09415318546,290296.6936849219,237143.82290294766,203750.09438149768,136608.8368243312,177978.30881320933,123213.13690545484,121564.45853514592,119847.364103813,104408.44725086995,199511.73355501285,,307322.49650357343,109215.43796382488,141535.59693259318,119694.72900450144,278377.18300381437,200746.60423458426,108640.7793154997,141512.96517073794,133641.2887062808,121678.50428530174,131002.32297720788
2007-06-01,266279.38844771596,483845.12558346504,246948.27189982598,283104.51772217714,363545.46402505337,142778.0876998213,143135.48845954367,351899.544414016,272933.272260703,328713.9706060709,241889.8761559747,208578.81653604843,398729.3930027918,322452.5695156802,489598.12723947316,254176.4013054178,238422.91376219955,169023.0397263313,193582.47782776094,212508.33403640578,154161.79520714746,345219.78789411864,167889.6799756351,162904.31116325074,169961.37268481657,212941.47988146858,149018.0136087191,279545.5776001075,191686.91585535186,288651.28550482244,237952.62675248864,203086.56579345022,136887.5618012708,177974.99475600108,123305.31134850602,121899.60663009384,119813.34149145622,104606.93235627329,199992.31048687597,,306640.8335407576,109233.80216321671,141530.47995718705,120085.47645933188,279375.3607021644,202176.0998315868,108945.91595161514,141896.69842859573,133383.66467593078,121724.25178663239,130849.69713858906
2007-07-01,265149.9528403662,479225.1995407357,244209.4482727628,283161.12707311386,362125.67362165777,143243.70696868576,142262.4910686589,350483.03000085073,271379.17424711474,329312.5782054195,242203.5101049999,208304.17126399043,398736.8166284863,319094.8343941925,488727.01962163515,253536.99444154734,241158.82239150992,169126.78545423553,194000.56169187697,211627.70601979853,154431.6407584358,344752.286262209,168240.5851015681,163069.63289085196,170578.32769951443,213152.29522163482,149417.18063092438,280096.252487828,192581.1300070448,287330.83476464584,238785.15603967904,202044.31563641923,136981.06512622928,177785.61902285597,123370.27425671672,122072.3595516995,119691.1161240049,104757.29471869477,200443.95772043426,,305781.3140538709,109307.3057655162,141502.53966049702,120405.94975459443,279926.9767421217,203247.52399116545,109311.09618812863,142244.62472409115,133245.04881934053,121720.96107931745,130645.75006282702
2007-08-01,263894.07340303715,474407.6768183447,241182.45203371265,283239.40561401105,360405.08123507275,143738.5900058926,141499.63969577718,349014.7158535653,269246.35698828,329776.1542111018,242351.3577849913,207955.3355815896,398647.29447183624,315488.791164737,488080.8436833091,253003.1877426314,243851.2453019931,169164.89367301922,194558.20127742342,210813.36227600198,154815.07093568894,344180.38225935685,168492.42837918852,163206.8564582552,171134.55094695592,213144.49329042176,149726.63489361168,280202.24318776256,193351.81520035607,285846.16901786416,239576.68118928373,201733.1099286453,137106.72551997055,177659.68962427124,123535.60168000351,122219.62467002985,119652.74170695436,104914.6734475331,200833.6755775249,,305002.77074515703,109395.32492486313,141440.95006303198,120749.86623069487,280153.8169024067,204018.97266803574,109656.86875604716,142685.27294878953,133157.65953487155,121808.81399889343,130404.85818974441
2007-09-01,262745.3752324922,468993.5074480228,238083.45781717973,283245.40102288796,358720.1851427518,144226.27912188508,140539.71247928133,347572.6234785565,266578.30372916325,329985.0616475669,242161.8476970146,207400.7600929806,398656.0721465188,311461.76267284673,487066.94417176227,252459.1229595023,245885.22647900935,169053.3218225893,195120.9423717263,210005.42605810007,155156.1789906885,343354.7249434813,168619.11243591833,163293.18783903724,171572.05778620657,213286.11104027205,149871.88373259667,280160.67901690933,193599.6493366242,284764.48284675943,240530.4007745797,201863.61246553122,137207.25025934365,177566.52025867128,123652.56297510925,122410.93183285883,119605.16167224651,105016.86697713805,201139.52812358364,,304466.65217696317,109477.40179359145,141319.27784344988,121012.75011564005,279927.97718741273,204538.8342526786,109930.15939213363,143040.75442457318,133197.79296859703,121921.22827131377,130218.68301654956
2007-10-01,261750.83647166146,463311.79790316196,234913.90446753168,283450.9408122575,357182.9797176037,144675.3673000915,139574.63571262383,345947.4898634574,263887.77021666267,329454.7227887648,241708.72972354083,206783.22743671873,399130.5143385662,307557.03702493035,486683.29198592267,251831.69102240817,247449.18844571532,168835.0191491239,195741.4101824933,209287.439741909,155406.48591802074,341842.93714419386,168702.12692570256,163228.9935654072,171916.0808339398,213694.572264604,149898.849066095,279833.7590006991,193675.07248891878,283565.3133735266,241504.23487937174,202445.43803965766,137296.414721597,177596.41300300843,123753.5138893852,122658.12887492859,119675.55167987436,105112.5566586711,201335.43770648455,,303935.3113484692,109590.74559894629,141133.79835260814,121232.69113602523,279825.9999652433,205127.06255265212,110112.12147994537,143456.8639139509,132901.24941987186,122050.05049979256,130002.24291516293
2007-11-01,260767.60149652246,457600.4485889853,231599.774355934,283657.93536567985,355637.3273513773,145049.57128194068,138496.93947528524,344274.54081670474,260366.02479877928,328172.77574274444,240959.0434572219,206140.1985475097,399420.06140852795,302050.87687319383,486239.6999069817,250870.10241187728,248766.5993111498,168431.26978411243,196429.40372709185,208309.47564459557,155606.3033370188,339318.4958955186,168808.2177554343,163094.0378034444,172170.89330242,214307.22236979892,149733.99908467135,279125.5167969645,193665.0526577963,282792.11751704995,242331.97054744582,202440.5568697997,137283.7448147146,177560.0630026814,123748.50818773774,122788.39030046998,119892.5176687361,105152.04472798774,201509.29342696807,,303003.8016565223,109635.92431678205,140823.20533692662,121256.06612301811,279314.5733013135,205646.97111894283,110280.15792332609,143927.07461559703,132569.6506516227,122169.06515439747,129647.66344417224
2007-12-01,259470.95685018107,451477.9993117464,228238.69198418097,283770.35200316,354066.9142071327,145394.74715873107,137542.65179778522,342596.9138610466,256859.5418057836,326626.86775769776,240081.0494910412,205377.31301262477,399176.90013357525,296076.7360885741,485953.0908529933,249671.84159353768,250054.31742004267,168015.15629537439,197200.7971442597,207070.95724063893,155692.2456661776,336413.2468542051,168891.68521238034,162935.8282299102,172335.54200419332,214915.5109776366,149470.07261850557,278167.3431527511,193750.0895356688,282056.41603823804,243052.9143965318,202540.95800608714,137187.9593942057,177500.7517884567,123744.24924830625,122713.36566734155,120232.03704151507,105239.52365234918,201880.3639822896,,301837.7510220863,109640.06405490667,140480.9831619682,121215.22688083387,278235.4871126487,206050.04826357655,110415.36269241676,144492.05663704654,132226.32484245487,122351.23956745105,129199.59423600922
2008-01-01,257969.57023656645,445381.4478128183,224587.12299624446,283839.87183000427,352689.42309242114,145255.22935090552,136568.09346818036,340851.9234604012,253105.37557283798,325092.4877115491,239052.3316857783,204544.7921389287,398554.71287479735,288603.12454543967,485304.44741197553,248308.48884471637,250907.15643724406,167389.01042270006,197914.3262800991,205640.4198596475,155788.5755904568,333898.358129819,168848.16537552723,162886.69509437078,172445.6490654499,215962.92116135065,149031.21305501275,276759.7320466362,193718.23497125923,280996.4993926959,243626.35148052368,202630.58394348796,136979.96808787985,177386.2135827305,123701.63944472815,122677.92504802284,120460.32214198976,105372.00149260927,202276.4017320721,,299838.89199860714,109588.23384671668,140172.9888373024,121126.91657925695,276470.7773202109,206311.65816728259,110464.9096733076,145146.372907329,131866.91499494584,122586.72416882966,128718.25054889407
2008-02-01,256286.8417967204,438185.6231769269,220983.13304910125,283700.97315480345,351589.30409072107,144851.79443036846,135443.0510732831,338872.80546205275,248593.87359629048,323704.71832699067,238117.24980643197,202906.47461064547,397686.1735157441,280459.76438867714,484342.203334585,247185.57660349048,251043.79885717752,166685.03347609614,198379.7620611073,203990.0631386895,155743.4988422778,331881.61914390564,168817.60488303658,162778.33581175096,172511.5924556416,216357.93840453072,148609.66304683164,275680.82665897766,193569.39912611633,279223.56734644156,243687.70398424883,202739.68633279114,136768.0557551273,177067.4575292183,123714.02867787801,122551.24969765083,120526.86435785424,105575.53646530137,203018.62545414348,,297684.2965597138,109562.00255822537,140029.14825054505,121067.76646858056,274826.1762387988,206547.14309339595,110528.71325168521,145687.09898882976,131354.37459600018,122698.15659171793,128254.45617340885
2008-03-01,254307.17096309317,429589.7655741016,217134.1024535892,283542.5797856332,350199.0239408661,144257.77665386096,134081.77629002332,336704.7138897671,243641.15746053992,322310.616939476,237220.27771087023,202138.50037339388,396564.9718055833,272087.8728658469,484161.42267525825,245955.17661235973,250309.50024155134,165831.00175518668,198157.03601236825,202389.55505003547,155664.244523655,329858.4832287279,168751.2618360483,162519.78338248204,172592.50003764045,216486.89841867043,148254.02691726704,274357.61058712867,193248.96504729614,277333.46367718594,243718.44230156392,202682.2080754371,136523.86162925136,176489.2613483834,123746.8718110561,122467.33526762668,120486.38920245397,105745.81622979969,203256.97068230467,,295169.20882254385,109539.05279112468,139926.73431000518,121120.78335868963,274024.72676897515,206751.92887522312,110424.30203173745,146024.75538850777,130926.42119848647,122637.96320579894,127875.44163911928
2008-04-01,252053.68461288197,419513.6575300759,213386.08917335852,283181.99436223303,348076.2938397744,143946.05468170185,132497.64821302128,334668.0174974592,237875.18281393102,320411.59384624194,236430.6881604133,200706.25987148457,394951.13561464724,264889.4807330602,484334.02723995893,244955.38774731255,248937.8078195946,165096.5015615693,197767.25938529448,200833.6759818227,155547.89104821472,327405.7823542009,168705.10650097128,162193.91032031924,172635.3382122464,215856.83576952887,148058.19204918706,273008.93127745896,192768.58358766953,275306.4738214009,243485.08793507292,202080.21994146938,136340.60704543488,175763.51267650418,123801.92070302118,122147.25991660506,120393.18636294037,105895.88443991145,203118.90208776775,,293225.4980835521,109397.1979268634,139677.22090364795,121216.75866100869,273650.45647480764,206785.54892324467,110436.34352316568,146105.56759594308,130668.54357051104,122453.63803381597,127547.16591805201
2008-05-01,249653.29566484084,408788.26498913247,209359.4158711698,282579.0643003888,345188.3372548689,143722.67439937298,130950.53451990365,332912.5112648201,233360.1615802486,317912.3720614876,235548.23776647486,200202.39351024342,393286.2856796715,258980.3794806459,485719.46437645797,243134.8812778291,247175.4410958142,164392.79123069133,197551.21906059238,199450.11655056593,155506.4662216682,324186.62090306886,168501.04630413104,161886.93054220677,172586.6368759607,215314.04784140896,147921.21940595636,271115.9748626426,192167.03986821687,272927.27534419246,243520.44633450918,201055.53715659425,136222.78529939425,175088.1428051267,123753.72452424017,121586.26908999628,120256.17279778885,106031.55320651097,201918.34142124964,,291688.6309263437,109216.73520391785,139331.9571984306,121416.4075740836,273023.0723149662,206647.5548102199,110477.86834481744,146099.76284981644,130516.90752261355,122318.5696212059,127281.28272958571
2008-06-01,247565.8769558696,398372.65667312406,205443.48795318292,281756.0881525423,342218.94044712494,143522.34686346326,129441.30094929278,331352.66177625937,228951.14336491132,315016.2320546809,234679.9764807058,198544.16813181157,391670.75522250886,252615.4620851993,486188.94931512,241086.80588482178,245129.89771136726,163653.58040708277,197803.28838829373,198188.76655295407,155502.42841929922,320428.9527162995,168175.41295168907,161612.20173799747,172354.4641367841,214715.29695804138,147736.26939801147,269048.8746303273,191374.27048155307,270376.5358320729,243430.05306164638,199504.84593944775,136206.78437275634,174597.53617316266,123589.23924583803,120960.64852345637,120124.88266371338,106225.97921265916,200543.27624998023,,290419.06870875735,109028.70163067663,138895.51041449988,121599.63584717228,271458.4923973772,206329.95337375937,110698.23714803858,146171.10638242826,130365.65061619937,122195.31861103006,126978.98504072014
2008-07-01,245435.80605751966,387823.80680605426,201439.6378090592,280665.45172504237,339373.78631776385,143356.71409035835,127917.33779225661,329600.5961028691,224360.10742278746,312193.8306233641,233655.9473009205,197467.78716407056,389238.9802375746,245783.6939325526,483292.0445668031,238894.76999565752,243005.91421040913,162770.22888664456,198082.23501092932,196822.99197112003,155503.18806828177,316090.90142537333,167596.2521599845,161112.42439105056,171963.0261522513,213988.68382096515,147416.48089256382,266927.7294647146,190444.63563574248,267420.64756927785,243406.45886515093,198099.9131397443,136154.16892381213,174120.07615427786,123384.90063798505,120300.18595681647,119929.04192188499,106461.64557344037,199131.58563744105,,288914.32395663735,108958.3059359147,138437.85049161638,121675.34121542599,269477.03573846776,206079.0993120355,110801.39323806502,146270.47860208558,130193.4890647529,122079.13031791883,126685.20217665564
2008-08-01,243081.59374854143,377668.3004554646,197276.91647040573,279485.82214245136,336646.0006541237,143003.6918846993,126113.51726717483,327587.2079509779,218604.29869693064,309128.9911775431,232678.85633033246,195450.93142194522,386003.109420745,238623.89990359693,477964.44755651243,236939.0736823942,240695.64132174992,161749.82682691308,197996.4122203345,195123.15566385,155556.85203688024,311787.427138215,166842.38648426463,160454.85938919804,171505.60491338608,213564.28114771456,146954.82318195,264633.298655919,189418.04455099205,264262.69877652085,243594.5567784116,196730.9770546759,135915.3668177855,173580.70918875933,123101.60775969132,119778.89876158012,119618.01162845199,106648.63825639572,197734.5539193536,,286877.0567572056,108955.07792918246,137936.76602580957,121748.35857133572,267240.2581341325,205854.3096788545,110811.98851961049,146450.17577255695,129968.59823221398,121983.30729716014,126333.15508975252
2008-09-01,240648.1800538923,368285.8494422005,193043.50101801005,278167.39132534293,333856.709134435,142492.90610341224,124356.52343382755,325065.09803942865,212815.0920157075,305996.1123894543,231858.14060433794,193735.95165054259,383125.68248957605,231402.1542470483,471707.72604244313,235103.42828022002,238693.34933922792,160663.11012498246,197815.98522950182,193183.99219887212,155580.8021602401,307420.97981079284,166047.0266359898,159735.928213862,171019.24691052214,213130.97087620353,146410.1431720015,262251.93465182633,188463.3847430592,260947.330387117,243687.22601106347,195702.36196548466,135624.37806550277,172897.8793017009,122824.67415850928,119273.05321743041,119206.95813700219,106118.92792843322,196232.74372182903,,284362.7864994588,108982.71887805383,137458.00182660823,121703.31385699658,265267.66939156415,205594.9493762472,110808.61205176743,146623.2049491502,129600.24488413201,121938.72453874408,125913.81742562396
